,trend,logret,HF_short,HF_medium,HF_long,HF_longest,spot_v_HF_short,spot_v_HF_medium,spot_v_HF_long,spot_v_HF_longest,MF_short,MF_medium,MF_long,MF_longest,spot_v_MF_short,spot_v_MF_medium,spot_v_MF_long,spot_v_MF_longest,LF_short,LF_medium,LF_long,LF_longest,spot_v_LF_short,spot_v_LF_medium,spot_v_LF_long,spot_v_LF_longest,spot_v_HF,spot_v_MF,spot_v_LF,HF_ema_diff,MF_ema_diff,LF_ema_diff,CCY
0,0.0007422823139778228,0.0,0.0007422823139778228,0.0007422823139778228,0.0007422823139778228,0.0007422823139778228,0.0,0.0,0.0,0.0,0.0007422823139778228,0.0007422823139778228,0.0007422823139778228,0.0007422823139778228,0.0,0.0,0.0,0.0,0.0007422823139778228,0.0007422823139778228,0.0007422823139778228,0.0007422823139778228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007422823139778228
1,0.013103384347798631,0.012361102033820808,0.007484701605152809,0.007066567075467539,0.006978513970680212,0.006953582340922608,0.005618682742645822,0.0060368172723310925,0.006124870377118419,0.006149802006876023,0.00694847877079242,0.006928958753105185,0.006925173562246391,0.006924120677486208,0.0061549055770062115,0.006174425594693446,0.00617821078555224,0.006179263670312423,0.006927979501593398,0.0069240593874279836,0.0069233015189813195,0.0069230908431175886,0.006175404846205233,0.0061793249603706475,0.006180082828817312,0.0061802935046810425,0.005982543099742839,0.00617170140689108,0.006178776535018559,0.0005311192642302011,2.4358093306211213e-05,4.888658475809236e-06,0.013103384347798631
2,0.0021251101673286366,-0.010978274180469995,0.005364423673705885,0.005342223064264058,0.00533147638521213,0.00532805035706623,-0.003239313506377248,-0.003217112896935421,-0.003206366217883494,-0.0032029401897375933,0.005327328206679721,0.005324500843930064,0.0053239405994814,0.0053237840707696625,-0.0032022180393510846,-0.0031993906766014275,-0.003198830432152764,-0.003198673903441026,0.005324356278462927,0.005323774949717819,0.005323662081106246,0.00532363067764909,-0.0031992461111342903,-0.0031986647823891825,-0.003198551913777609,-0.0031985205103204533,-0.0032164332027334393,-0.0031997782628865757,-0.003198745829405384,3.6373316639654735e-05,3.544135910058671e-06,7.256008138370809e-07,0.0021251101673286366
3,-0.00338187390137308,-0.0055069840687017165,0.002548924007212507,0.0030067313108987723,0.0030939144416161184,0.0031179623205904532,-0.005930797908585587,-0.006388605212271852,-0.006475788342989198,-0.006499836221963533,0.0031228496913650408,0.003141431348746976,0.0031450140441445294,0.003146009413197274,-0.006504723592738121,-0.006523305250120056,-0.006526887945517609,-0.006527883314570354,0.003142358854911227,0.00314606733921621,0.003146783465253701,0.0031469824896543557,-0.006524232756284307,-0.0065279412405892905,-0.006528657366626781,-0.006528856391027436,-0.0063237569214525426,-0.006520700025736535,-0.006527421938631954,-0.0005690383133779464,-2.3159721832233335e-05,-4.623634743128758e-06,-0.00338187390137308
4,-0.006471278714828391,-0.0030894048134553114,3.544674903899493e-05,0.0009307926830453092,0.001111322100335277,0.0011617590518715698,-0.006506725463867386,-0.007402071397873701,-0.0075826008151636684,-0.007633037766699961,0.0011720446851347436,0.0012112602160540106,0.0012188414650768696,0.0012209489063765627,-0.007643323399963135,-0.007682538930882402,-0.007690120179905261,-0.007692227621204954,0.0012132222581397911,0.0012210715656617247,0.0012225881163845733,0.0012230096400521035,-0.007684500972968182,-0.007692350280490116,-0.0076938668312129645,-0.007694288354880495,-0.007281108860901178,-0.007677052532988939,-0.00769125160988794,-0.0011263123028325747,-4.890422124181914e-05,-9.787381912312355e-06,-0.006471278714828391
5,-0.004696215334136946,0.0017750633806914457,-0.0011502515642211678,-0.00011939042955490995,9.928017176101422e-05,0.00016098290084191845,-0.003545963769915778,-0.004576824904582035,-0.00479549550589796,-0.004857198234978864,0.000173598202143188,0.0002217955313846028,0.0002311313037480463,0.00023372750962701743,-0.004869813536280134,-0.004918010865521548,-0.004927346637884992,-0.004929942843763963,0.00022421108525833323,0.00023387863038508468,0.00023574720336751742,0.0002362666128554977,-0.004920426419395279,-0.00493009396452203,-0.0049319625375044635,-0.0049324819469924435,-0.004443870603843659,-0.0049112784708626595,-0.004928741217103554,-0.0013112344650630862,-6.0129307483829434e-05,-1.2055527597164463e-05,-0.004696215334136946
6,-0.007921119854136197,-0.003224904519999251,-0.002715585619026285,-0.001395314912615895,-0.0011093461233339361,-0.0010283527969876347,-0.005205534235109912,-0.0065258049415203015,-0.006811773730802261,-0.006892767057148562,-0.0010117781017934529,-0.0009484068951831593,-0.0009361235061865866,-0.0009327071099402056,-0.006909341752342744,-0.0069727129589530375,-0.00698499634794961,-0.006988412744195991,-0.0009452289300194302,-0.000932508240856735,-0.0009300492125637431,-0.0009293656543220445,-0.006975890924116766,-0.0069886116132794615,-0.006991070641572453,-0.006991754199814152,-0.0063589699911452595,-0.006963865950860345,-0.006986831844695708,-0.0016872328220386504,-7.907099185324731e-05,-1.5863275697385677e-05,-0.007921119854136197
7,-0.003729908681896801,0.004191211172239396,-0.0029358707419850343,-0.0017367977920600785,-0.0014579427368297526,-0.0013779242104233933,-0.0007940379399117665,-0.0019931108898367223,-0.002271965945067048,-0.0023519844714734077,-0.0013614947070043255,-0.0012985115000573105,-0.0012862729736979445,-0.001282867319091211,-0.0023684139748924755,-0.0024313971818394906,-0.0024436357081988563,-0.00244704136280559,-0.0012953460796870956,-0.0012826690520510134,-0.0012802172570305353,-0.0012795356401535134,-0.002434562602209705,-0.0024472396298457874,-0.002449691424866266,-0.0024503730417432873,-0.001852774811572236,-0.002422622056934103,-0.0024454666746662615,-0.001557946531561641,-7.862738791311456e-05,-1.5810439533582273e-05,-0.003729908681896801
8,-0.010131107604850281,-0.0064011989229534804,-0.004423362814939812,-0.00285219043627382,-0.002492528609613594,-0.0023896566911711143,-0.005707744789910469,-0.007278917168576461,-0.007638578995236687,-0.0077414509136791675,-0.002368553245564111,-0.002287710209461439,-0.0022720119374637433,-0.002267644146365536,-0.00776255435928617,-0.007843397395388842,-0.007859095667386538,-0.007863463458484744,-0.0022836496137522092,-0.0022673898749051443,-0.002264245597634909,-0.0022633714904393204,-0.007847457991098072,-0.007863717729945137,-0.007866862007215373,-0.00786773611441096,-0.007091672966850696,-0.007832127720136573,-0.007861443460667385,-0.0020337061237686977,-0.00010090909919857486,-2.0278123312888856e-05,-0.010131107604850281
9,-0.009916681897076524,0.000214425707773757,-0.005515264158196867,-0.0037154198882551935,-0.0032965719871427086,-0.0031765071381933928,-0.0044014177388796575,-0.006201262008821331,-0.006620109909933816,-0.0067401747588831315,-0.0031518647078958586,-0.0030574301756577486,-0.0030390867135817482,-0.0030339826135633106,-0.006764817189180665,-0.006859251721418776,-0.006877595183494776,-0.006882699283513214,-0.0030526855395246666,-0.003033685473451152,-0.003030011050456936,-0.0030289895501702975,-0.006863996357551858,-0.006882996423625372,-0.006886670846619588,-0.006887692346906227,-0.005990741104129484,-0.006846090844401858,-0.006880338993675761,-0.002338757020003474,-0.00011788209433254799,-2.3695989354369056e-05,-0.009916681897076524
